Name,Link Product,Store,Type,Author Name,Short Description,Publisher,Translators,Categories,Width,Length,Height,Product ID,Price,Original Price,Discount,Discount Rate,Rating,Review Count,Quantity Sold,Number of page,Range Price,Publication Date,Publication Year
Tôi Thích Bản Thân Nỗ Lực Hơn (Ấn Bản Kỷ Niệm),https://tiki.vn/toi-thich-ban-than-no-luc-hon-an-ban-ky-niem-p167972598.html?spid=167972599,Tiki Trading,simple,Chu Xung,"“Một là không có bối cảnh, hai là không có tiền, ba là không có mối quan hệ, chỉ có thể trông cậy vào chính mình”. Nếu bạn đã từng có ý nghĩ như vậy, thì một cuốn sách như “Tôi thích bản thân nỗ lực h...",Mintbooks,Tú Phương,Truyện ngắn - Tản văn - Tạp Văn,14.5,20.5,0.0,167972598,84000,120000,36000,30,4.8,309,2126.0,380.0,Mức 2,2022-03-14 00:00:00,2022.0
Bài Tập Bổ Trợ Và Nâng Cao Tiếng Anh Lớp 6 Tập 1 (Có Đáp Án),https://tiki.vn/bai-tap-bo-tro-va-nang-cao-tieng-anh-lop-6-tap-1-co-dap-an-p175147120.html?spid=175147121,Tiki Trading,simple,"Bùi Văn Vinh, Thái Vân Anh, Nguyễn Thị Phương Anh",Cuốn sách được chia thành các đơn vị bài học bám sát chương trình mới nhất của Bộ giáo dục và Đào tạo . Đây không chỉ là tfai liệu bổ trợ giúp các em củng cố kiến thức cơ bản sau các bài học trên lớp ...,Nhà sách Minh Thắng,Unknown,Sách tham khảo cấp II,19.0,27.0,0.0,175147120,77300,108000,30700,28,4.8,8,171.0,196.0,Mức 2,2022-03-01 00:00:00,2022.0
Nuôi Dạy Con Theo Phương Pháp Montessori: Em Bé Sơ Sinh Từ 0-1 Tuổi,https://tiki.vn/nuoi-day-con-theo-phuong-phap-montessori-em-be-so-sinh-tu-0-1-tuoi-p190705657.html?spid=190705659,Tiki Trading,simple,"Simone Davies, Junnifa Uzodike","Nuôi Dạy Con Theo Phương Pháp MontessoriMaria Montessori sinh năm 1870 ở Italy và là người phụ nữ Ý đầu tiên trở thành bác sĩ. Qua công việc, bà nhận ra rằng mỗi trẻ em bẩm sinh đều có tiềm năng đáng...",NXB Phụ Nữ Việt Nam,Trần Tú Giang - Phan Anh Tú,Sách Làm Cha Mẹ,13.5,20.5,0.0,190705657,160000,220000,60000,27,5.0,13,263.0,326.0,Mức 4,2022-07-07 00:00:00,2022.0
7 Bước Xây Dựng Văn Hóa Doanh Nghiệp,https://tiki.vn/7-buoc-xay-dung-van-hoa-doanh-nghiep-p67060016.html?spid=68544773,Nhà sách Fahasa,simple,Patrick Gentempo,"Khi các doanh nhân và những lãnh đạo doanh nghiệp rơi vào trạng thái mắc kẹt, họ hay băn khoăn: “Tôi phải làm gì bây giờ?” Nhưng đây là một thắc mắc sai lầm, vấn đề không phải là bạn phải làm gì, mà l...",1980 Books,Ivan Trần,Root,13.0,20.0,0.0,67060016,111200,139000,27800,20,0.0,0,8.0,312.0,Mức 3,2020-09-11 13:37:05,2020.0
Con Đã Có Đường Đi,https://tiki.vn/con-da-co-duong-di-p5356347.html?spid=5356349,Tiki Trading,simple,Thích Nhất Hạnh,Mọi sinh hoạt của xã hội con người đang đi về hướng toàn cầu hóa. Những giá trị tâm linh và đạo đức nào trong gia sản văn hóa của nhân loại cần được xét nghiệm và nhận diện để chúng ta có thể sử dụng ...,Thái Hà,Unknown,Sách tư duy - Kỹ năng sống,15.5,24.0,0.0,5356347,167000,199000,32000,16,4.8,145,1182.0,339.0,Mức 4,2018-01-09 00:00:00,2018.0
Sức Mạnh Của Thói Quen (Tái Bản 2022),https://tiki.vn/suc-manh-cua-thoi-quen-tai-ban-2022-p184101370.html?spid=184101373,Tiki Trading,simple,Charles Duhigg,"Về cơ bản, người lớn và trẻ em không khác nhau là mấy. Bởi hầu hết những hành động hàng ngày của chúng ta đều là sản phẩm của thói quen vô thức. Thế nhưng không phải cá nhân, tổ chức nào cũng có được ...",Alphabooks,Lê Thảo Ly,Sách tư duy - Kỹ năng sống,13.0,20.5,0.0,184101370,116000,169000,53000,31,5.0,40,518.0,436.0,Mức 3,2022-05-05 00:00:00,2022.0
Đất Rừng Phương Nam (Tái Bản),https://tiki.vn/dat-rung-phuong-nam-an-ban-ki-niem-60-nam-nxb-kim-dong-p648672.html?spid=649277,Tiki Trading,simple,Đoàn Giỏi,"Đất Rừng Phương Nam (Tái Bản)Cuộc đời lưu lạc của chú bé An qua những miền đất rừng phương Nam thời kì đầu cuộc kháng chiến chống Pháp. Một vùng đất trù phú, đa dạng, kì vĩ với những kênh rạch, tôm c...",Nhà Xuất Bản Kim Đồng,Unknown,Văn học thiếu nhi,14.5,20.5,0.0,648672,61900,81000,19100,24,4.8,166,1637.0,304.0,Mức 2,2017-01-01 00:00:00,2017.0
Tư duy phản biện - Để không bị thao túng tâm lý,https://tiki.vn/tu-duy-phan-bien-de-khong-bi-thao-tung-tam-ly-p263764772.html?spid=263764773,Tiki Trading,simple,Tom Chatfield,"Dù bạn đọc cuốn sách này vì mục đích công việc hay để giải khuây, vì mục đích học tập hay với mong muốn mở rộng các kỹ năng làm việc, thì các kỹ năng tư duy phản biện vẫn có thể hỗ trợ đắc lực cho bạn...",NXB Trẻ,Unknown,Sách giáo dục,15.5,23.0,0.0,263764772,186000,235000,49000,21,5.0,2,24.0,544.0,Mức 4,2023-07-10 00:00:00,2023.0
Tiếng Anh 1 i-Learn Smart Start – Workbook,https://tiki.vn/tieng-anh-1-i-learn-smart-start-workbook-p106225670.html?spid=106225673,Dtpbooks,simple,Nhiều Tác Giả,"Bộ SGK Tiếng Anh i-Learn Smart Start là bộ giáo trình Tiếng Anh tiểu học 5 cấp độ (lớp 1-lớp 5), được thiết kế chuyên biệt dành riêng cho lớp học Việt Nam. Bộ sách được phối hợp biên soạn bởi các tác ...",CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,Unknown,ELTs,20.0,28.0,0.0,106225670,68000,68000,0,0,5.0,24,329.0,68.0,Mức 2,2023-08-23 11:46:18,2023.0
Reiki - Nghệ Thuật Chữa Lành Bằng Năng Lượng,https://tiki.vn/reiki-nghe-thuat-chua-lanh-bang-nang-luong-p187933551.html?spid=187933552,Tiki Trading,simple,Lisa Campion,"“Reiki là một trong những phương pháp chữa lành bằng năng lượng đơn giản và mang tính trực giác nhất. Là kỹ thuật chữa lành bằng năng lượng mang tính thực hành, hiệu quả, nhẹ nhàng, có nguồn gốc từ Nh...",1980 Books,Trương Anh Tuấn,Sách tư duy - Kỹ năng sống,13.0,20.5,0.0,187933551,128000,189000,61000,32,5.0,77,727.0,336.0,Mức 3,2022-06-06 00:00:00,2022.0
Thực Học Của Inamori Kazuo: Quản Trị Và Kế Toán,https://tiki.vn/thuc-hoc-cua-inamori-kazuo-quan-tri-va-ke-toan-p195801645.html?spid=195801656,Tiki Trading,simple,Inamori Kazuo,"Inamori Kazuo sáng lập Kyocera năm 27 tuổi. Trong quá trình tự thân khởi nghiệp, ông nhận ra muốn doanh nghiệp phát triển lâu dài, CEO phải nắm một cách chính xác thực trạng của doanh nghiệp. Nếu kinh...",NXB Trẻ,Unknown,Bài học kinh doanh,13.0,20.5,0.0,195801645,62400,95000,32600,34,5.0,19,458.0,168.0,Mức 2,2022-08-08 00:00:00,2022.0
Truyện Kiều (Huy Hoàng),https://tiki.vn/truyen-kieu-huy-hoang-p464132.html?spid=20475712,Nhà sách Fahasa,simple,Nguyễn Du,"Truyện Kiều  Tác phẩm Truyện Kiều, nguyên tên là Đoạn trường tân thanh, từ khi ra đời đến nay (khoảng 200 năm), trong lịch sử Văn học Việt Nam chưa có công trình nào nghiên cứu sâu sắc về nó. Một tro...",Huy Hoàng Bookstore,Unknown,Sách tiếng Việt,13.5,20.5,0.0,464132,31500,35000,3500,10,5.0,11,36.0,175.0,Mức 1,2015-10-14 00:00:00,2015.0
Luật Hấp Dẫn - Bí Mật Tối Cao (Tái bản 2021),https://tiki.vn/luat-hap-dan-bi-mat-toi-cao-tai-ban-2021-p105374529.html?spid=127545567,Tiki Trading,simple,Som Sujeera,"Từ khi sinh ra, con người đã mang trong mình những cảm xúc, khả năng suy nghĩ, tư duy, đã biết ước mơ và luôn mong muốn biến giấc mơ thành sự thật. Suy nghĩ gắn liền với cảm xu...",Thái Hà,Unknown,Sách tư duy - Kỹ năng sống,24.0,19.0,0.0,105374529,57000,85000,28000,33,5.0,49,416.0,216.0,Mức 2,2021-06-10 14:54:22,2021.0
Đạo Làm Chồng Đảm Tập 10 [Tặng Kèm Obi + Standee],https://tiki.vn/dao-lam-chong-dam-tap-10-tang-kem-obi-standee-p270990935.html?spid=270990936,Tiki Trading,simple,Kousuke Oono,"Tại siêu thị nơi Chị Đại băng Kumosuzume làm thêm xảy ra nạn mất trộm. Tatsu được mời đến để BẮT TẬN TAY, DAY TẬN TRÁN hắn!! Liệu anh chàng cựu xã hội đen được đánh giá “trông như ăn cướp” có bắt đượ...",Kim Đồng,"Barbie Ayumi,Mokey King","Truyện Tranh, Manga, Comic",13.0,18.0,0.0,270990935,28000,30000,2000,7,5.0,4,82.0,160.0,Mức 1,2023-11-08 00:00:00,2023.0
Và Rồi Chẳng Còn Ai (Agatha Christie),https://tiki.vn/va-roi-chang-con-ai-agatha-christie-p111537683.html?spid=111537684,Tiki Trading,simple,Agatha Christie,"“Mười…” Mười người bị lừa ra một hòn đảo nằm trơ trọi giữa biển khơi thuộc vịnh Devon, tất cả được bố trí cho ở trong một căn nhà. Tác giả của trò bịp này là một nhân vật bí hiểm có tên “U.N.Owen”.“C...",NXB Trẻ,Việt Hà,Sách tiếng Việt,13.0,20.0,0.0,111537683,70800,110000,39200,36,5.0,349,1536.0,296.0,Mức 2,2021-07-01 00:00:00,2021.0
Ý Chí - Hành Trình Tái Khám Phá Sức Mạnh Lớn Nhất Của Con Người,https://tiki.vn/y-chi-hanh-trinh-tai-kham-pha-suc-manh-lon-nhat-cua-con-nguoi-p127672068.html?spid=127672069,Tiki Trading,simple,"Roy F. Baumeister, John Tierney","Có bao giờ bạn từng hoài nghi về sự tồn tại của ý chí, sức mạnh của ý chí cũng như tự hỏi liệu những người thành công có mối liên hệ như thế nào với ý chí hay không?Trong thời kì Victoria, quan niệm ...",Tân Việt,Nghi Phương (dịch),Sách tư duy - Kỹ năng sống,15.0,23.0,0.0,127672068,106000,149000,43000,29,5.0,7,120.0,307.0,Mức 3,2021-10-01 00:00:00,2021.0
BỘ BÌA NÚT A4 MY CLEAR (12cái/ xấp),https://tiki.vn/bo-bia-nut-a4-my-clear-12cai-xap-p23257508.html?spid=47182112,VPP Thiên Phúc Trần,simple,Unknown,"Chất lượng tốt, dễ dàng sử dụngThích hợp cho văn phòng, trường học, lớp họcPhù hợp với mọi đối tượng đặc biệt là học sinh, sinh viên, nhân viên...",Others,Unknown,File Hồ Sơ - Bìa Hồ Sơ,20.5,29.0,0.0,23257508,43000,43000,0,0,4.8,37,488.0,408.5788395904437,Mức 1,2018-12-05 11:19:59,2018.0
Sách - Bình Yên Trong Bão Tố,https://tiki.vn/sach-binh-yen-trong-bao-to-p196201375.html?spid=196201376,Chinh Phục Hạnh Phúc,simple,Tuệ An,"Thông tin chi tiết về sách:Cuốn sách này là tổng hợp 33 câu chuyện về 33 con người khác nhau đến từ mọi miền đất nước cũng như khắp nơi trên thế giới. Mỗi câu chuyện là một cuộc đời, ở đó có những k...",Hồng Đức,Unknown,Sách Hôn Nhân - Giới Tính,20.7,20.7,0.0,196201375,212000,225000,13000,6,4.7,46,533.0,268.0,Mức 5,2022-08-04 14:23:45,2022.0
Nguyễn Nhật Ánh - Mùa Hè Không Tên - Bìa Mềm - Tặng Kèm Bookmark 2 Mặt + Poster Tranh,https://tiki.vn/nguyen-nhat-anh-mua-he-khong-ten-bia-mem-tang-kem-bookmark-2-mat-poster-tranh-p271950482.html?spid=271950483,Nhân Văn,simple,Nguyễn Nhật Ánh,"Thông tin chi tiếtMùa Hè Không Tên là truyện dài mới nhất của nhà văn Nguyễn Nhật Ánh, với những câu chuyện tuổi thơ với vô số trò tinh nghịch, những thoáng thinh thích hồi hộp cùng vô vàn kỷ niệm. Đ...",NXB Trẻ,Unknown,Truyện dài,16.0,24.0,0.0,271950482,107000,130000,23000,18,5.0,1,31.0,292.0,Mức 3,2017-01-01 00:00:00,2017.0
Bí Quyết Tìm Kiếm Mặt Bằng Kinh Doanh - Đến Sahara Mở Quán Trà Đá - Bộ Sách Khởi Nghiệp Bán Lẻ,https://tiki.vn/bi-quyet-tim-kiem-mat-bang-kinh-doanh-den-sahara-mo-quan-tra-da-bo-sach-khoi-nghiep-ban-le-p175845415.html?spid=175845416,GIVER Books,simple,Unknown,"QUYỂN SÁCH DUY NHẤT VỀ TÌM KIẾM MẶT BẰNG KINH DOANH HIỆU QUẢ TẠI VIỆT NAM, ĐÚC KẾT 10 NĂM KINH NGHIỆM THỰC TẾ CỦA TÁC GIẢLựa chọn mặt bằng kinh doanh là quyết định lớn, không chỉ ở số tiền đặt cọc lê...",Công ty TNHH Truyền Thông Giver,Unknown,Sách kỹ năng làm việc,14.0,20.5,0.0,175845415,169000,199000,30000,15,5.0,155,1840.0,248.0,Mức 4,2022-04-08 15:40:42,2022.0
Achievers grade 7 Workbook,https://tiki.vn/achievers-grade-7-workbook-p194197858.html?spid=194197859,Dtpbooks,simple,Unknown,"Achievers Grade là bộ sách dành cho chương trình tiếng Anh tăng cường trung học cơ sở tại TP Hồ Chí Minh. Bộ sách bao gồm 4 cấp độ từ lớp 6 đến lớp 9, được biên soạn theo khung tham chiếu năng lực tiế...",CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,Unknown,ELTs,20.5,18.5,0.0,194197858,112000,112000,0,0,5.0,12,171.0,408.5788395904437,Mức 3,2023-04-20 00:00:00,2023.0
Kỷ Luật Mềm Trong Gia Đình: Giáo Dục Trẻ 3 - 10 Tuổi Dành Cho Gia Đình Việt,https://tiki.vn/ky-luat-mem-trong-gia-dinh-giao-duc-tre-3-10-tuoi-danh-cho-gia-dinh-viet-p115897817.html?spid=125505998,Nhà sách Fahasa,simple,Nguyễn Thị Thu,"Nếu ví như năng lực của một đứa trẻ là chiếc cốc, còn kiến thức là lượng nước đổ vào, thì nếu chiếc cốc càng to, trẻ sẽ càng nhận được nhiều nước sau này. Giai đoạn 0-10 tuổi là thời kì quan trọng nhấ...",Thái Hà,Unknown,Sách Làm Cha Mẹ,14.5,20.5,0.0,115897817,132000,165000,33000,20,5.0,2,39.0,379.0,Mức 3,2021-07-15 00:00:00,2021.0
Tiếng Nhật Cho Mọi Người - Trình Độ Sơ Cấp 1 - Bản Tiếng Nhật - (Tái Bản),https://tiki.vn/tieng-nhat-cho-moi-nguoi-trinh-do-so-cap-1-ban-tieng-nhat-tai-ban-p2697001.html?spid=20444108,Nhà sách Fahasa,simple,Unknown,Tiếng Nhật Cho Mọi Người - Trình Độ Sơ Cấp 1 - Bản Tiếng Nhật - (Tái Bản)“Minna no Nihongo” là bộ giáo trình sơ cấp dành cho những ai muốn tìm hiểu về tiếng Nhật rất thông dụng tại Châu Á và Việt Nam...,NXB Trẻ,Unknown,Sách tiếng Việt,19.0,24.0,0.0,2697001,123300,145000,21700,15,4.8,52,804.0,408.5788395904437,Mức 3,2018-06-21 00:00:00,2018.0
Yêu Những Ngày Nắng Chẳng Ghét Những Ngày Mưa,https://tiki.vn/yeu-nhung-ngay-nang-chang-ghet-nhung-ngay-mua-p190861557.html?spid=190861559,Tiki Trading,configurable,Kulzsc,"Sau thành công của “Tô bình yên vẽ hạnh phúc” và “Mình chỉ là người bình thường”, chàng họa sĩ nổi tiếng đa tài Kulzsc đã quay trở lại với “Yêu những ngày nắng Chẳng ghét những ngày mưa”. Cuốn sách là...",Skybooks,Unknown,Sách Tô Màu Dành Cho Người Lớn,14.5,20.5,0.0,190861557,106000,132000,26000,20,5.0,875,5073.0,168.0,Mức 3,2022-07-01 00:00:00,2022.0
Combo Chiến thắng kì thi 9 vào 10 chuyên môn Vật Lí( Tập 1 - Tập 2),https://tiki.vn/combo-chien-thang-ki-thi-9-vao-10-chuyen-mon-vat-li-tap-1-tap-2-p43665704.html?spid=56492184,khangvietbook,simple,Unknown,Cobom Chiến Thắng Kì Thi 9 vào 10 Chuyên Môn Vật Lí Tập Gồm 02 cuốn tập 1 + tập 2 Được tác giả Trịnh Minh Hiệp biên soạn với mong muốn đem đến cho các bạn học sinh một nguồn tài liệu tham khảo hữu íc...,Khang Việt Book,Unknown,Sách tiếng Việt,12.5,18.0,0.0,43665704,214800,358000,143200,40,4.7,322,1757.0,810.0,Mức 5,2023-05-17 00:00:00,2023.0
Đừng Để Mất Bò - 7 Bước Quản Lý Cửa Hàng Hiệu Quả Và Chống Thất Thoát,https://tiki.vn/dung-de-mat-bo-7-buoc-quan-ly-cua-hang-hieu-qua-va-chong-that-thoat-p68049234.html?spid=68049235,GIVER Books,simple,Trần Thanh Phong,PHƠI BÀY HƠN 20 CHIÊU TRÒ GIAN LẬN TRONG CÁC CỬA HÀNG VÀ CÁCH GIÁM SÁT KHOA HỌC ĐỂ TRÁNH THẤT THOÁT.Bạn đang quản lý hay làm chủ một cửa hàng nhưng công việc kinh doanh lại không được suôn sẻ. Bạn lu...,Nhà Xuất Bản Đà Nẵng,Unknown,Bài học kinh doanh,16.0,24.0,0.0,68049234,149000,169000,20000,12,4.8,729,4761.0,272.0,Mức 3,2020-09-10 15:14:17,2020.0
Xin Bạn Hãy Ôm Lấy Trái Tim Mình Trước Đã (Tặng Kèm 1 Bookmark),https://tiki.vn/xin-ban-hay-om-lay-trai-tim-minh-truoc-da-tang-kem-1-bookmark-p67477613.html?spid=67477614,Tiki Trading,simple,Dae Hyun Yoon,Xin bạn hãy ôm lấy trái tim mình trước đã – cuốn cẩm nang giúp bạn làm chủ cảm xúc TIÊU CỰC của mình- Cuốn sách tâm lý - kỹ năng tiếp nối thành công của #Tôi_từng_nghĩ_mọi_thứ_sẽ_ổn_khi_trở_thành_ngườ...,Peachbooks,Jandi Nguyen,Sách tư duy - Kỹ năng sống,14.5,20.5,0.0,67477613,63100,96000,32900,34,4.8,691,3132.0,228.0,Mức 2,2020-09-01 00:00:00,2020.0
Để Có Một Tương Lai,https://tiki.vn/de-co-mot-tuong-lai-p35720772.html?spid=37793769,Nhà sách Fahasa,simple,Thích Nhất Hạnh,"Trong xã hội có rất nhiều mối nguy. Nếu chúng ta đặt một người trẻ vào xã hội mà không tìm cách bảo vệ họ, họ sẽ tiếp nhận những bạo động, căm thù, sợ hãi và bất an mỗi ngày, rốt cuộc họ sẽ bị bệnh. N...",Thái Hà,Unknown,Sách tiếng Việt,14.0,20.0,0.0,35720772,124000,155000,31000,20,4.8,19,116.0,318.0,Mức 3,2019-10-01 00:00:00,2019.0
Hộp 10 cây Bút lông kim - Bút mực nước Beebee Thiên Long FL-04 mực tím,https://tiki.vn/hop-10-cay-but-long-kim-but-muc-nuoc-beebee-thien-long-fl-04-muc-tim-p110758001.html?spid=185867964,Thiên Long Official Store,simple,Unknown,Mô tả sản phẩmThông số kĩ thuật :Tên danh mụcBút lông kimThương hiệuThiên LongBề rộng nét viết0.3 - 0.4 mmĐóng gói10 cây/hộpTrọng lượng10 gramMàu mựcXanh/Đỏ/ĐenBút lông kim Beebee Th...,Others,Unknown,Bút lông kim,12.5,18.0,0.0,110758001,59000,100000,41000,41,4.6,17,315.0,408.5788395904437,Mức 2,2023-05-17 00:00:00,2023.0
"Beartown - Thị trấn nhỏ, giấc mơ lớn",https://tiki.vn/beartown-thi-tran-nho-giac-mo-lon-p249876840.html?spid=249876841,Tiki Trading,simple,Fredrik Backman,"Từ tác giả cuốn sách bán chạy toàn cầu “Người đàn ông mang tên Ove” Fredrik Backman cuốn hút người đọc vào cuốn tiểu thuyết sâu sắc, quyến rũ về một thị trấn nhỏ mang giấc mơ lớn – và cái giá phải trả...",NXB Trẻ,Hoàng Anh,Truyện dài,13.0,20.0,0.0,249876840,167000,210000,43000,20,5.0,9,161.0,604.0,Mức 4,2023-04-12 00:00:00,2023.0
Nhóc Miko! Cô bé nhí nhảnh (Tập 36),https://tiki.vn/nhoc-miko-co-be-nhi-nhanh-tap-36-p225909085.html?spid=225909086,Tiki Trading,simple,ONO Eriko,"Miko là cô nhóc lớp 6 vô cùng hoạt bát, khỏe khoắn. Ngày nào cũng rộn ràng, náo nhiệt cùng gia đình và bạn bè xung quanh ☆ Trong những chuỗi ngày ấy, Mari rốt cuộc lại đóng vai thần tình yêu Cupid để ...",NXB Trẻ,Hải Thọ,"Truyện Tranh, Manga, Comic",11.3,17.6,0.0,225909085,22800,25000,2200,9,4.8,40,439.0,168.0,Mức 1,2023-01-01 00:00:00,2023.0
ĐÃ NGẦU XIN ĐỪNG HẬU ĐẬU!! (TẬP 2),https://tiki.vn/da-ngau-xin-dung-hau-dau-tap-2-p270850463.html?spid=270850465,Tiki Trading,configurable,Kokone Nata,Bản Đặc Biệt Tạng Kèm :- 01 Postcard kích thước 10x15cm (để trong sách)- 01 Huy hiệu random ¼ (để ngoài sách)(*) Quà tặng chỉ có trong lần in đầuBốn anh chàng đẹp trai cool ngầu đều có những cuộc ...,Daisy Comics,Châu Tuyết Sa,Tranh Truyện,14.5,20.5,0.0,270850463,85100,115000,29900,26,5.0,10,96.0,144.0,Mức 2,2021-11-11 00:00:00,2021.0
Tiếng Anh 3 i-Learn Smart Start Workbook (Sách bài tập),https://tiki.vn/tieng-anh-3-i-learn-smart-start-workbook-sach-bai-tap-p185226875.html?spid=185226876,Dtpbooks,simple,Unknown,"Tiếng anh i-Learn Smart Start là một khóa học 5 cấp độ dành cho học sinh tiểu học tiếng Anh. Tiếng Anh i-Learn Smart Start đã được đánh giá và phê duyệt bởi Bộ GD & ĐT, bộ sách này hiện đang được ...",CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,Unknown,ELTs,13.0,20.5,0.0,185226875,78000,78000,0,0,5.0,7,260.0,408.5788395904437,Mức 2,2018-09-18 00:00:00,2018.0
Máy Tính Khoa Học Casio FX-580VN X,https://tiki.vn/may-tinh-khoa-hoc-casio-fx-580vn-x-p3014291.html?spid=36711037,Nhà sách Fahasa,simple,Unknown,"Phân biệt hàng thật/giảMáy tính CASIO FX-580VN X là sản phẩm thuộc dòng máy ClassWiz sở hữu màn hình có độ phân giải cao vượt trội, giúp người dùng có thể dễ dàng xem các công thức và biểu tượng toá...",Others,Unknown,Máy Tính Khoa Học,13.0,20.5,0.0,3014291,681300,757000,75700,10,5.0,1457,5560.0,408.5788395904437,Mức 5,2021-03-01 00:00:00,2021.0
Blue Ocean Strategy - Chiến Lược Đại Dương Xanh (Bìa Cứng) (Tái Bản),https://tiki.vn/blue-ocean-strategy-chien-luoc-dai-duong-xanh-bia-cung-tai-ban-p76014598.html?spid=77965603,Nhà sách Fahasa,simple,W.Chan Kim,"Vậy Chiến lược Đại dương xanh là gì? Các tác giả đã giải thích bằng cách so sánh với chiến lược đại dương đỏ, tức là lối suy nghĩ truyền thống thông thường:1. ĐỪNG cạnh tranh trong khoảng thị trường...",Alphabooks,Phương Thủy,"Sách quản trị, lãnh đạo",16.0,24.0,0.0,76014598,186500,239000,52500,22,4.8,29,130.0,344.0,Mức 4,2021-01-12 00:00:00,2021.0
"Keo Siêu Dính Đa Năng Mạnh Gấp 80 Keo 502 Dán Sắt, Dán Đá, Dán Nhựa, Dán Gỗ",https://tiki.vn/keo-sieu-dinh-da-nang-manh-gap-80-keo-502-dan-sat-dan-da-dan-nhua-dan-go-p115478654.html?spid=190302991,Shop Mạnh Tiến,simple,Unknown,KEO DÁN ĐA NĂNG THẾ HỆ MỚI - BÁM DÍNH MẠNH MẼ HƠN 80 LẦN KEO 502 - LOẠI TỐT NHẤT THỊ TRƯỜNG   *KHÔ NHANH CẤP TỐC SAU 30 GIÂY   *CHỐNG THẤM NƯỚC VÀ VA ĐẬP   Khác biệt với các loại keo tru...,Others,Unknown,Băng Keo - Keo Hồ - Cắt Keo,14.5,20.5,0.0,115478654,39000,39000,0,0,4.6,81,779.0,408.5788395904437,Mức 1,2022-04-11 00:00:00,2022.0
Let’s Grow Up Together – Cùng Bạn Trưởng Thành,https://tiki.vn/let-s-grow-up-together-cung-ban-truong-thanh-p252564157.html?spid=252564158,Tiki Trading,simple,"Ying Shu, Dương Thanh Trà",Trưởng thành là một hành trình vốn khó khăn và đầy những chênh vênh vấp ngã nhưng bất cứ ai cũng đều phải bước vào hành trình ấy để trở thành một bản thân tốt đẹp hơn trong tương lai. Và trên con đườn...,VanVietBooks,Unknown,Truyện ngắn - Tản văn - Tạp Văn,10.0,15.0,0.0,252564157,75100,99000,23900,24,5.0,4,42.0,208.0,Mức 2,2023-04-01 00:00:00,2023.0
Từ Điển Của Những Nổi Buồn Không Tên,https://tiki.vn/tu-dien-cua-nhung-noi-buon-khong-ten-p198644535.html?spid=198644536,Tiki Trading,simple,John Koenig,"“- Những từ này có thật hay không, hay chúng là do anh tạo ra ?- Cái này tùy thuộc vào bạn thôi. Chỉ khi bạn muốn một từ có thật thì nó mới có thể trở thành thật.”- John Koenig -Cảm giác thật dễ ch...",Bloom Books,Jen,Sách tư duy - Kỹ năng sống,13.0,19.0,0.0,198644535,95000,129000,34000,26,4.8,60,459.0,329.0,Mức 2,2022-09-01 00:00:00,2022.0
"[VIDEO]- Máy cắt giấy cổng USB A5, A6 tự động phù hợp cho gia đình, bill thanh toán tại các cửa hàng- Máy hủy tài liệu văn phòng mini",https://tiki.vn/video-may-huy-tai-lieu-van-phong-mini-may-cat-giay-cong-usb-a5-a6-tu-dong-phu-hop-cho-gia-dinh-bill-thanh-toan-tai-cac-cua-hang-p175198639.html?spid=175198640,SOTAGO,simple,Unknown,"Máy Cắt Giấy Cầm Tay- Hủy Giấy Văn Phòng, Gia Đình, Tài Liệu Trên Giấy A5, A6- Hủy Bill Tính Tiền, Hóa Đơn Thanh Toán Tại Các Cửa Hàng...",Others,Unknown,Máy Hủy Giấy,13.5,21.0,0.0,175198639,299000,309000,10000,3,3.8,9,33.0,408.5788395904437,Mức 5,2018-11-13 10:53:26,2018.0
AI 2041 - 10 viễn cảnh cho tương lai,https://tiki.vn/ai-2041-10-vien-canh-cho-tuong-lai-p271790559.html?spid=271790560,Saigon Books Official,simple,"Kai-Fu Lee, Chen Qiufan","AI 2041 - 10 VIỄN CẢNH CHO TƯƠNG LAI Chúng ta nghĩ gì về AI? Thuật ngữ “trí tuệ nhân tạo” được đề xuất vào thời điểm sớm hơn chúng ta biết rất nhiều – mùa hè năm 1956, bởi nhà khoa học máy tính Jo...",Saigon Books,Unknown,Lập Trình,15.0,24.0,0.0,271790559,238400,298000,59600,20,5.0,2,37.0,552.0,Mức 5,2023-08-31 14:06:20,2023.0
Dạy Con Đối Mặt Với Ván Cờ Cuộc Đời (Tái Bản),https://tiki.vn/day-con-doi-mat-voi-van-co-cuoc-doi-tai-ban-p136753121.html?spid=136753122,Tiki Trading,simple,Nguyễn Hữu Huấn,Dạy Con Đối Mặt Với Ván Cờ Cuộc Đời được viết với quan niệm: Những quân cờ vua nhỏ bé không chỉ mang đến cho con người những cung bậc cảm xúc khác nhau mà còn dạy con người nhiều bài học về cuộc đời....,Alphabooks,Unknown,Sách hướng nghiệp - Kỹ năng mềm,13.0,20.5,0.0,136753121,78700,99000,20300,21,0.0,0,3.0,216.0,Mức 2,2021-11-01 00:00:00,2021.0
